tid1,tid2,weight
3InFcD65QGmnAC5NiFMEG9,5IIq5uEYpUZoSjTEjqn7q1,1.0
3InFcD65QGmnAC5NiFMEG9,4j8NMLIzPyNtGDmVBcz5ER,0.5
3InFcD65QGmnAC5NiFMEG9,2VBMkgIQ2cT2uReXjniWsS,0.25
5RgriAx2GoIw4OGMH3UY7z,48wH8bAxvBJO2l14GmNLz7,1.0
5RgriAx2GoIw4OGMH3UY7z,5RgriAx2GoIw4OGMH3UY7z,0.5
5RgriAx2GoIw4OGMH3UY7z,5IIq5uEYpUZoSjTEjqn7q1,0.25
48wH8bAxvBJO2l14GmNLz7,5RgriAx2GoIw4OGMH3UY7z,1.0
48wH8bAxvBJO2l14GmNLz7,5IIq5uEYpUZoSjTEjqn7q1,0.5
48wH8bAxvBJO2l14GmNLz7,4htrQYWuhYis2w8DqLhpoU,0.25
5RgriAx2GoIw4OGMH3UY7z,5IIq5uEYpUZoSjTEjqn7q1,1.0
5RgriAx2GoIw4OGMH3UY7z,4htrQYWuhYis2w8DqLhpoU,0.5
5RgriAx2GoIw4OGMH3UY7z,7HBtUA2lj3ljwCRVYsucmO,0.25
5IIq5uEYpUZoSjTEjqn7q1,4htrQYWuhYis2w8DqLhpoU,1.0
5IIq5uEYpUZoSjTEjqn7q1,7HBtUA2lj3ljwCRVYsucmO,0.5
5IIq5uEYpUZoSjTEjqn7q1,0jHtHzXJtAbLOMeftlsYTb,0.25
4htrQYWuhYis2w8DqLhpoU,7HBtUA2lj3ljwCRVYsucmO,1.0
4htrQYWuhYis2w8DqLhpoU,0jHtHzXJtAbLOMeftlsYTb,0.5
4htrQYWuhYis2w8DqLhpoU,4rEd7E79dhWtr7lA4sAYX2,0.25
7HBtUA2lj3ljwCRVYsucmO,0jHtHzXJtAbLOMeftlsYTb,1.0
7HBtUA2lj3ljwCRVYsucmO,4rEd7E79dhWtr7lA4sAYX2,0.5
7HBtUA2lj3ljwCRVYsucmO,49fueUd2ik003xurF75RB6,0.25
0jHtHzXJtAbLOMeftlsYTb,4rEd7E79dhWtr7lA4sAYX2,1.0
0jHtHzXJtAbLOMeftlsYTb,49fueUd2ik003xurF75RB6,0.5
0jHtHzXJtAbLOMeftlsYTb,0q3e8Pgy4sgy1dzq5JIWVC,0.25
4rEd7E79dhWtr7lA4sAYX2,49fueUd2ik003xurF75RB6,1.0
4rEd7E79dhWtr7lA4sAYX2,0q3e8Pgy4sgy1dzq5JIWVC,0.5
4rEd7E79dhWtr7lA4sAYX2,1HGSEG87jSSNAjUZWTFE1y,0.25
49fueUd2ik003xurF75RB6,0q3e8Pgy4sgy1dzq5JIWVC,1.0
49fueUd2ik003xurF75RB6,1HGSEG87jSSNAjUZWTFE1y,0.5
49fueUd2ik003xurF75RB6,5CvTu3oU1i3N1W57nt8JOm,0.25
0q3e8Pgy4sgy1dzq5JIWVC,1HGSEG87jSSNAjUZWTFE1y,1.0
0q3e8Pgy4sgy1dzq5JIWVC,5CvTu3oU1i3N1W57nt8JOm,0.5
0q3e8Pgy4sgy1dzq5JIWVC,4gT3mNJA8lnlkYFqGZ8IA2,0.25
1HGSEG87jSSNAjUZWTFE1y,5CvTu3oU1i3N1W57nt8JOm,1.0
1HGSEG87jSSNAjUZWTFE1y,4gT3mNJA8lnlkYFqGZ8IA2,0.5
1HGSEG87jSSNAjUZWTFE1y,0Xcy81PsJCOO6mhLZaQyQ4,0.25
5CvTu3oU1i3N1W57nt8JOm,4gT3mNJA8lnlkYFqGZ8IA2,1.0
5CvTu3oU1i3N1W57nt8JOm,0Xcy81PsJCOO6mhLZaQyQ4,0.5
5CvTu3oU1i3N1W57nt8JOm,5p7GiBZNL1afJJDUrOA6C8,0.25
18rQjB8xZ46yx4ZXbytc18,49fueUd2ik003xurF75RB6,1.0
18rQjB8xZ46yx4ZXbytc18,5cfIibuUGxlrdXcNaWmAnQ,0.5
18rQjB8xZ46yx4ZXbytc18,1TquBahz02HCaxj8jy5tTo,0.25
49fueUd2ik003xurF75RB6,5cfIibuUGxlrdXcNaWmAnQ,1.0
49fueUd2ik003xurF75RB6,1TquBahz02HCaxj8jy5tTo,0.5
49fueUd2ik003xurF75RB6,4ir5WlzsgiP6TEbRtkhCGR,0.25
2JEdPACPOWnh9VsnlmCtsl,5adgXHhaKzZlmXojEuKNjl,1.0
2JEdPACPOWnh9VsnlmCtsl,49fueUd2ik003xurF75RB6,0.5
2JEdPACPOWnh9VsnlmCtsl,2iy8dyGv0pCf6C6e23OzyV,0.25
5adgXHhaKzZlmXojEuKNjl,49fueUd2ik003xurF75RB6,1.0
5adgXHhaKzZlmXojEuKNjl,2iy8dyGv0pCf6C6e23OzyV,0.5
5adgXHhaKzZlmXojEuKNjl,4mK0JRfaDrdNpYDPV6SFHp,0.25
49fueUd2ik003xurF75RB6,2iy8dyGv0pCf6C6e23OzyV,1.0
49fueUd2ik003xurF75RB6,4mK0JRfaDrdNpYDPV6SFHp,0.5
49fueUd2ik003xurF75RB6,3JeT6Xcv6MlEHHylk8SKQ1,0.25
2iy8dyGv0pCf6C6e23OzyV,4mK0JRfaDrdNpYDPV6SFHp,1.0
2iy8dyGv0pCf6C6e23OzyV,3JeT6Xcv6MlEHHylk8SKQ1,0.5
2iy8dyGv0pCf6C6e23OzyV,1l2fOAombrcYiQ4N87P22P,0.25
4mK0JRfaDrdNpYDPV6SFHp,3JeT6Xcv6MlEHHylk8SKQ1,1.0
4mK0JRfaDrdNpYDPV6SFHp,1l2fOAombrcYiQ4N87P22P,0.5
4mK0JRfaDrdNpYDPV6SFHp,17prKj790SV3s6n5ZoMEyg,0.25
6gYqtFQqdXsNttPD2ze2kk,522oSSdYJqadyIK80MOOqz,1.0
6gYqtFQqdXsNttPD2ze2kk,4iEOVEULZRvmzYSZY2ViKN,0.5
6gYqtFQqdXsNttPD2ze2kk,4qiuU8X6v2Bimr3lBjS98N,0.25
522oSSdYJqadyIK80MOOqz,4iEOVEULZRvmzYSZY2ViKN,1.0
522oSSdYJqadyIK80MOOqz,4qiuU8X6v2Bimr3lBjS98N,0.5
522oSSdYJqadyIK80MOOqz,1B5BfvGVQ5fPtDN2K8tUdy,0.25
0q3e8Pgy4sgy1dzq5JIWVC,2dgrYdgguVZKeCsrVb9XEs,1.0
0q3e8Pgy4sgy1dzq5JIWVC,2gvcy8LxasMzqWqPJVgsmQ,0.5
0q3e8Pgy4sgy1dzq5JIWVC,0pi5YiOUYF8fxVMkMbHMsm,0.25
2dgrYdgguVZKeCsrVb9XEs,2gvcy8LxasMzqWqPJVgsmQ,1.0
2dgrYdgguVZKeCsrVb9XEs,0pi5YiOUYF8fxVMkMbHMsm,0.5
2dgrYdgguVZKeCsrVb9XEs,15eduSFXnQfnQvcmWHDBPi,0.25
2gvcy8LxasMzqWqPJVgsmQ,0pi5YiOUYF8fxVMkMbHMsm,1.0
2gvcy8LxasMzqWqPJVgsmQ,15eduSFXnQfnQvcmWHDBPi,0.5
2gvcy8LxasMzqWqPJVgsmQ,2IUrNMMUn8fJA1KV5sg97p,0.25
0pi5YiOUYF8fxVMkMbHMsm,15eduSFXnQfnQvcmWHDBPi,1.0
0pi5YiOUYF8fxVMkMbHMsm,2IUrNMMUn8fJA1KV5sg97p,0.5
0pi5YiOUYF8fxVMkMbHMsm,7abPXehMoF3iV4LJddq8ar,0.25
15eduSFXnQfnQvcmWHDBPi,2IUrNMMUn8fJA1KV5sg97p,1.0
15eduSFXnQfnQvcmWHDBPi,7abPXehMoF3iV4LJddq8ar,0.5
15eduSFXnQfnQvcmWHDBPi,7lhkOb0VNnTlshwifCEoSr,0.25
2IUrNMMUn8fJA1KV5sg97p,7abPXehMoF3iV4LJddq8ar,1.0
2IUrNMMUn8fJA1KV5sg97p,7lhkOb0VNnTlshwifCEoSr,0.5
2IUrNMMUn8fJA1KV5sg97p,1jQyc3hZdalk3jCIfgTdcn,0.25
23XmBijMpljQqee05QvmTt,3UhwLECceDZeKBr6xhw3fy,1.0
23XmBijMpljQqee05QvmTt,2RXwaxD5vfbNjsu5FPWb46,0.5
23XmBijMpljQqee05QvmTt,1wImUPvZ4AwcalEK6ZR17b,0.25
3UhwLECceDZeKBr6xhw3fy,2RXwaxD5vfbNjsu5FPWb46,1.0
3UhwLECceDZeKBr6xhw3fy,1wImUPvZ4AwcalEK6ZR17b,0.5
3UhwLECceDZeKBr6xhw3fy,4l6Ni4ym9y3am94yvuKHcY,0.25
2RXwaxD5vfbNjsu5FPWb46,1wImUPvZ4AwcalEK6ZR17b,1.0
2RXwaxD5vfbNjsu5FPWb46,4l6Ni4ym9y3am94yvuKHcY,0.5
2RXwaxD5vfbNjsu5FPWb46,59Lf7JZarHeKndgFleAHJC,0.25
1wImUPvZ4AwcalEK6ZR17b,4l6Ni4ym9y3am94yvuKHcY,1.0
1wImUPvZ4AwcalEK6ZR17b,59Lf7JZarHeKndgFleAHJC,0.5
1wImUPvZ4AwcalEK6ZR17b,1P3eYnB5KiF4S2qZ7iQnOP,0.25
4l6Ni4ym9y3am94yvuKHcY,59Lf7JZarHeKndgFleAHJC,1.0
4l6Ni4ym9y3am94yvuKHcY,1P3eYnB5KiF4S2qZ7iQnOP,0.5
4l6Ni4ym9y3am94yvuKHcY,5FHXxdJeq1iAE9PjDTEgyd,0.25
59Lf7JZarHeKndgFleAHJC,1P3eYnB5KiF4S2qZ7iQnOP,1.0
59Lf7JZarHeKndgFleAHJC,5FHXxdJeq1iAE9PjDTEgyd,0.5
59Lf7JZarHeKndgFleAHJC,6y8CSbkH7Vlq4SwUE9tzqf,0.25
1P3eYnB5KiF4S2qZ7iQnOP,5FHXxdJeq1iAE9PjDTEgyd,1.0
1P3eYnB5KiF4S2qZ7iQnOP,6y8CSbkH7Vlq4SwUE9tzqf,0.5
1P3eYnB5KiF4S2qZ7iQnOP,0xv7f0iJxtzLTGO9eDwlbh,0.25
71D8JaDTJU7JDaZHdL5bL4,49fueUd2ik003xurF75RB6,1.0
71D8JaDTJU7JDaZHdL5bL4,5p7GiBZNL1afJJDUrOA6C8,0.5
71D8JaDTJU7JDaZHdL5bL4,5SXVHZqF1iFzveLzeamg70,0.25
49fueUd2ik003xurF75RB6,5p7GiBZNL1afJJDUrOA6C8,1.0
49fueUd2ik003xurF75RB6,5SXVHZqF1iFzveLzeamg70,0.5
49fueUd2ik003xurF75RB6,7KwJrAQMoJyUEBes3evMLv,0.25
5p7GiBZNL1afJJDUrOA6C8,5SXVHZqF1iFzveLzeamg70,1.0
5p7GiBZNL1afJJDUrOA6C8,7KwJrAQMoJyUEBes3evMLv,0.5
5p7GiBZNL1afJJDUrOA6C8,4vTCp3sD36YIm2PsJ1w5CT,0.25
5vw6mb5UUdA3vVQfcFN8yA,53dkS3h9uTNsWYZTPacnpx,1.0
5vw6mb5UUdA3vVQfcFN8yA,49fueUd2ik003xurF75RB6,0.5
5vw6mb5UUdA3vVQfcFN8yA,1XQhZctQWzkznclbmbE7FQ,0.25
53dkS3h9uTNsWYZTPacnpx,49fueUd2ik003xurF75RB6,1.0
53dkS3h9uTNsWYZTPacnpx,1XQhZctQWzkznclbmbE7FQ,0.5
53dkS3h9uTNsWYZTPacnpx,6bYWdnmdsTTKiQWWsQ3ZAB,0.25
49fueUd2ik003xurF75RB6,1XQhZctQWzkznclbmbE7FQ,1.0
49fueUd2ik003xurF75RB6,6bYWdnmdsTTKiQWWsQ3ZAB,0.5
49fueUd2ik003xurF75RB6,1KFtR58Hn1nQ9fR0DRnC9n,0.25
1XQhZctQWzkznclbmbE7FQ,6bYWdnmdsTTKiQWWsQ3ZAB,1.0
1XQhZctQWzkznclbmbE7FQ,1KFtR58Hn1nQ9fR0DRnC9n,0.5
1XQhZctQWzkznclbmbE7FQ,4htrQYWuhYis2w8DqLhpoU,0.25
6bYWdnmdsTTKiQWWsQ3ZAB,1KFtR58Hn1nQ9fR0DRnC9n,1.0
6bYWdnmdsTTKiQWWsQ3ZAB,4htrQYWuhYis2w8DqLhpoU,0.5
6bYWdnmdsTTKiQWWsQ3ZAB,5p7GiBZNL1afJJDUrOA6C8,0.25
1KFtR58Hn1nQ9fR0DRnC9n,4htrQYWuhYis2w8DqLhpoU,1.0
1KFtR58Hn1nQ9fR0DRnC9n,5p7GiBZNL1afJJDUrOA6C8,0.5
1KFtR58Hn1nQ9fR0DRnC9n,5OUTFH5acycdnf8OVo21Gv,0.25
5oJ6pSfpV5HH9QBeXyNMjJ,5p7GiBZNL1afJJDUrOA6C8,1.0
5oJ6pSfpV5HH9QBeXyNMjJ,4Z9npQ93MrnIkRcTBKwSa3,0.5
5oJ6pSfpV5HH9QBeXyNMjJ,5GUvXUx0GbyBKO2f8yQxFn,0.25
5nVK2UTeK0vJYePgxOjFPz,2z4JYKZDLlFziglbMBKce0,1.0
5nVK2UTeK0vJYePgxOjFPz,6MDLO5bi8mGexqSwF9KmpH,0.5
5nVK2UTeK0vJYePgxOjFPz,4isFUxQUxqEGUbwnYIV1se,0.25
2z4JYKZDLlFziglbMBKce0,6MDLO5bi8mGexqSwF9KmpH,1.0
2z4JYKZDLlFziglbMBKce0,4isFUxQUxqEGUbwnYIV1se,0.5
2z4JYKZDLlFziglbMBKce0,6R1qYGx8abmNGz0yPNQQpL,0.25
6MDLO5bi8mGexqSwF9KmpH,4isFUxQUxqEGUbwnYIV1se,1.0
6MDLO5bi8mGexqSwF9KmpH,6R1qYGx8abmNGz0yPNQQpL,0.5
6MDLO5bi8mGexqSwF9KmpH,5ICdHl6m8XMMZbvAR3fylo,0.25
3Eaj6hXJ8EA0kDD5vELuZ1,6MDLO5bi8mGexqSwF9KmpH,1.0
3Eaj6hXJ8EA0kDD5vELuZ1,5RgriAx2GoIw4OGMH3UY7z,0.5
3Eaj6hXJ8EA0kDD5vELuZ1,4N6exMSMqY4peFgmppsG89,0.25
6MDLO5bi8mGexqSwF9KmpH,5RgriAx2GoIw4OGMH3UY7z,1.0
6MDLO5bi8mGexqSwF9KmpH,4N6exMSMqY4peFgmppsG89,0.5
6MDLO5bi8mGexqSwF9KmpH,18rQjB8xZ46yx4ZXbytc18,0.25
1pGAvZo2axYXAXYiSeYEqY,4qQFwn7DUSL3qV8psue32d,1.0
1pGAvZo2axYXAXYiSeYEqY,5HGUspDizYWe0Wiu1zrpO9,0.5
1pGAvZo2axYXAXYiSeYEqY,2bXNVNDdYvAXxf5f33WHy7,0.25
4qQFwn7DUSL3qV8psue32d,5HGUspDizYWe0Wiu1zrpO9,1.0
4qQFwn7DUSL3qV8psue32d,2bXNVNDdYvAXxf5f33WHy7,0.5
4qQFwn7DUSL3qV8psue32d,1oSOyE9Ap4PNSpxfirRPDs,0.25
5HGUspDizYWe0Wiu1zrpO9,2bXNVNDdYvAXxf5f33WHy7,1.0
5HGUspDizYWe0Wiu1zrpO9,1oSOyE9Ap4PNSpxfirRPDs,0.5
5HGUspDizYWe0Wiu1zrpO9,6YuuVQrKl7szCoRFwsDnie,0.25
2bXNVNDdYvAXxf5f33WHy7,1oSOyE9Ap4PNSpxfirRPDs,1.0
2bXNVNDdYvAXxf5f33WHy7,6YuuVQrKl7szCoRFwsDnie,0.5
2bXNVNDdYvAXxf5f33WHy7,3TZ3MrnTDMGk9dAqlxhI5Y,0.25
1oSOyE9Ap4PNSpxfirRPDs,6YuuVQrKl7szCoRFwsDnie,1.0
1oSOyE9Ap4PNSpxfirRPDs,3TZ3MrnTDMGk9dAqlxhI5Y,0.5
1oSOyE9Ap4PNSpxfirRPDs,49fueUd2ik003xurF75RB6,0.25
6YuuVQrKl7szCoRFwsDnie,3TZ3MrnTDMGk9dAqlxhI5Y,1.0
6YuuVQrKl7szCoRFwsDnie,49fueUd2ik003xurF75RB6,0.5
6YuuVQrKl7szCoRFwsDnie,7e5SGWf9p2SpzKBjgWlzdq,0.25
3TZ3MrnTDMGk9dAqlxhI5Y,49fueUd2ik003xurF75RB6,1.0
3TZ3MrnTDMGk9dAqlxhI5Y,7e5SGWf9p2SpzKBjgWlzdq,0.5
3TZ3MrnTDMGk9dAqlxhI5Y,1gwB979FoRSQhD4HfwlfMD,0.25
49fueUd2ik003xurF75RB6,7e5SGWf9p2SpzKBjgWlzdq,1.0
49fueUd2ik003xurF75RB6,1gwB979FoRSQhD4HfwlfMD,0.5
49fueUd2ik003xurF75RB6,7JIbqoUBpb3E9YdnVTvwdO,0.25
7e5SGWf9p2SpzKBjgWlzdq,1gwB979FoRSQhD4HfwlfMD,1.0
7e5SGWf9p2SpzKBjgWlzdq,7JIbqoUBpb3E9YdnVTvwdO,0.5
7e5SGWf9p2SpzKBjgWlzdq,3ipzZgH1766XXRamVwk1Iw,0.25
1gwB979FoRSQhD4HfwlfMD,7JIbqoUBpb3E9YdnVTvwdO,1.0
1gwB979FoRSQhD4HfwlfMD,3ipzZgH1766XXRamVwk1Iw,0.5
1gwB979FoRSQhD4HfwlfMD,58yWJFglBzvZ7Zao70lGtJ,0.25
7JIbqoUBpb3E9YdnVTvwdO,3ipzZgH1766XXRamVwk1Iw,1.0
7JIbqoUBpb3E9YdnVTvwdO,58yWJFglBzvZ7Zao70lGtJ,0.5
7JIbqoUBpb3E9YdnVTvwdO,1cJnzAIutJrrO8NUGd6347,0.25
3ipzZgH1766XXRamVwk1Iw,58yWJFglBzvZ7Zao70lGtJ,1.0
3ipzZgH1766XXRamVwk1Iw,1cJnzAIutJrrO8NUGd6347,0.5
3ipzZgH1766XXRamVwk1Iw,4xZNRIiWsgKZ51dHDvOfh1,0.25
58yWJFglBzvZ7Zao70lGtJ,1cJnzAIutJrrO8NUGd6347,1.0
58yWJFglBzvZ7Zao70lGtJ,4xZNRIiWsgKZ51dHDvOfh1,0.5
58yWJFglBzvZ7Zao70lGtJ,7FAIbXzdXDjOccdMaTxmwz,0.25
1cJnzAIutJrrO8NUGd6347,4xZNRIiWsgKZ51dHDvOfh1,1.0
1cJnzAIutJrrO8NUGd6347,7FAIbXzdXDjOccdMaTxmwz,0.5
1cJnzAIutJrrO8NUGd6347,0IabpxMpUV7waD7U4uDIMJ,0.25
4xZNRIiWsgKZ51dHDvOfh1,7FAIbXzdXDjOccdMaTxmwz,1.0
4xZNRIiWsgKZ51dHDvOfh1,0IabpxMpUV7waD7U4uDIMJ,0.5
4xZNRIiWsgKZ51dHDvOfh1,1UGD3lW3tDmgZfAVDh6w7r,0.25
0q3e8Pgy4sgy1dzq5JIWVC,5p7GiBZNL1afJJDUrOA6C8,1.0
0q3e8Pgy4sgy1dzq5JIWVC,2Mdx3e6CojhqiR85uubsaj,0.5
0q3e8Pgy4sgy1dzq5JIWVC,5hLTUkTuiGT7Xf3Hpn36h2,0.25
5p7GiBZNL1afJJDUrOA6C8,2Mdx3e6CojhqiR85uubsaj,1.0
5p7GiBZNL1afJJDUrOA6C8,5hLTUkTuiGT7Xf3Hpn36h2,0.5
5p7GiBZNL1afJJDUrOA6C8,4aNsaULjrRRMUPXP9IcDEa,0.25
2Mdx3e6CojhqiR85uubsaj,5hLTUkTuiGT7Xf3Hpn36h2,1.0
2Mdx3e6CojhqiR85uubsaj,4aNsaULjrRRMUPXP9IcDEa,0.5
2Mdx3e6CojhqiR85uubsaj,0r1sOGFlp5or50ez2NQr95,0.25
5hLTUkTuiGT7Xf3Hpn36h2,4aNsaULjrRRMUPXP9IcDEa,1.0
5hLTUkTuiGT7Xf3Hpn36h2,0r1sOGFlp5or50ez2NQr95,0.5
5hLTUkTuiGT7Xf3Hpn36h2,43ouKEbDr397DJEd0Oe2ap,0.25
4aNsaULjrRRMUPXP9IcDEa,0r1sOGFlp5or50ez2NQr95,1.0
4aNsaULjrRRMUPXP9IcDEa,43ouKEbDr397DJEd0Oe2ap,0.5
4aNsaULjrRRMUPXP9IcDEa,2wsW7FXHByxfP6Qzwf4iaj,0.25
0r1sOGFlp5or50ez2NQr95,43ouKEbDr397DJEd0Oe2ap,1.0
0r1sOGFlp5or50ez2NQr95,2wsW7FXHByxfP6Qzwf4iaj,0.5
0r1sOGFlp5or50ez2NQr95,2TtfZ8mzvb45VzPvzOatjr,0.25
43ouKEbDr397DJEd0Oe2ap,2wsW7FXHByxfP6Qzwf4iaj,1.0
43ouKEbDr397DJEd0Oe2ap,2TtfZ8mzvb45VzPvzOatjr,0.5
43ouKEbDr397DJEd0Oe2ap,6MDLO5bi8mGexqSwF9KmpH,0.25
2wsW7FXHByxfP6Qzwf4iaj,2TtfZ8mzvb45VzPvzOatjr,1.0
2wsW7FXHByxfP6Qzwf4iaj,6MDLO5bi8mGexqSwF9KmpH,0.5
2wsW7FXHByxfP6Qzwf4iaj,0UcRp6HeHiGDXyuzINtd7P,0.25
2TtfZ8mzvb45VzPvzOatjr,6MDLO5bi8mGexqSwF9KmpH,1.0
2TtfZ8mzvb45VzPvzOatjr,0UcRp6HeHiGDXyuzINtd7P,0.5
2TtfZ8mzvb45VzPvzOatjr,4vTCp3sD36YIm2PsJ1w5CT,0.25
4z5Wok98ZeXmtjlcajbPmx,7hniD3L7AJUoBpytFpkcDn,1.0
4z5Wok98ZeXmtjlcajbPmx,5YpeGkqIZBKCBLIvvG7KsF,0.5
4z5Wok98ZeXmtjlcajbPmx,03jaD8yizTrRPD4KPB2dZ5,0.25
7hniD3L7AJUoBpytFpkcDn,5YpeGkqIZBKCBLIvvG7KsF,1.0
7hniD3L7AJUoBpytFpkcDn,03jaD8yizTrRPD4KPB2dZ5,0.5
7hniD3L7AJUoBpytFpkcDn,2HjukRh8jwoQm3MAuqwpib,0.25
5YpeGkqIZBKCBLIvvG7KsF,03jaD8yizTrRPD4KPB2dZ5,1.0
5YpeGkqIZBKCBLIvvG7KsF,2HjukRh8jwoQm3MAuqwpib,0.5
5YpeGkqIZBKCBLIvvG7KsF,3zKQ7LvEHjW3v1e2MTBxU0,0.25
03jaD8yizTrRPD4KPB2dZ5,2HjukRh8jwoQm3MAuqwpib,1.0
03jaD8yizTrRPD4KPB2dZ5,3zKQ7LvEHjW3v1e2MTBxU0,0.5
03jaD8yizTrRPD4KPB2dZ5,4q0CeoDsBdFYCDDj3a6Jej,0.25
2HjukRh8jwoQm3MAuqwpib,3zKQ7LvEHjW3v1e2MTBxU0,1.0
2HjukRh8jwoQm3MAuqwpib,4q0CeoDsBdFYCDDj3a6Jej,0.5
2HjukRh8jwoQm3MAuqwpib,2x5Frs6ts14U4MSLrQQlXg,0.25
3zKQ7LvEHjW3v1e2MTBxU0,4q0CeoDsBdFYCDDj3a6Jej,1.0
3zKQ7LvEHjW3v1e2MTBxU0,2x5Frs6ts14U4MSLrQQlXg,0.5
3zKQ7LvEHjW3v1e2MTBxU0,1vIF4ZNaGZvGER6B5OIIQ1,0.25
4q0CeoDsBdFYCDDj3a6Jej,2x5Frs6ts14U4MSLrQQlXg,1.0
4q0CeoDsBdFYCDDj3a6Jej,1vIF4ZNaGZvGER6B5OIIQ1,0.5
4q0CeoDsBdFYCDDj3a6Jej,77iRifbhkJGvGBBRNykUwN,0.25
2x5Frs6ts14U4MSLrQQlXg,1vIF4ZNaGZvGER6B5OIIQ1,1.0
2x5Frs6ts14U4MSLrQQlXg,77iRifbhkJGvGBBRNykUwN,0.5
2x5Frs6ts14U4MSLrQQlXg,2GRDDzw7TnGRawKSZPnKv2,0.25
1Y63rJLx2KbigqvlXXwRNX,7ux3GagFGzxUtHOpWSQNUS,1.0
1Y63rJLx2KbigqvlXXwRNX,2noZyJJ8acXelnG0Id4raV,0.5
1Y63rJLx2KbigqvlXXwRNX,0nDyuRDSaYF0Zf9XHpKFsU,0.25
7ux3GagFGzxUtHOpWSQNUS,2noZyJJ8acXelnG0Id4raV,1.0
7ux3GagFGzxUtHOpWSQNUS,0nDyuRDSaYF0Zf9XHpKFsU,0.5
7ux3GagFGzxUtHOpWSQNUS,3qT1rUsSg9Qf43YMFwX4vm,0.25
2noZyJJ8acXelnG0Id4raV,0nDyuRDSaYF0Zf9XHpKFsU,1.0
2noZyJJ8acXelnG0Id4raV,3qT1rUsSg9Qf43YMFwX4vm,0.5
2noZyJJ8acXelnG0Id4raV,7qU7vhCPKhkDiJYGoboISc,0.25
0nDyuRDSaYF0Zf9XHpKFsU,3qT1rUsSg9Qf43YMFwX4vm,1.0
0nDyuRDSaYF0Zf9XHpKFsU,7qU7vhCPKhkDiJYGoboISc,0.5
0nDyuRDSaYF0Zf9XHpKFsU,6rtwULJIwFVMSU0g4FY6zf,0.25
3qT1rUsSg9Qf43YMFwX4vm,7qU7vhCPKhkDiJYGoboISc,1.0
3qT1rUsSg9Qf43YMFwX4vm,6rtwULJIwFVMSU0g4FY6zf,0.5
3qT1rUsSg9Qf43YMFwX4vm,66MpvsWO5O7gy9LjXGFw6I,0.25
7qU7vhCPKhkDiJYGoboISc,6rtwULJIwFVMSU0g4FY6zf,1.0
7qU7vhCPKhkDiJYGoboISc,66MpvsWO5O7gy9LjXGFw6I,0.5
7qU7vhCPKhkDiJYGoboISc,6MDLO5bi8mGexqSwF9KmpH,0.25
6rtwULJIwFVMSU0g4FY6zf,66MpvsWO5O7gy9LjXGFw6I,1.0
6rtwULJIwFVMSU0g4FY6zf,6MDLO5bi8mGexqSwF9KmpH,0.5
6rtwULJIwFVMSU0g4FY6zf,77iRifbhkJGvGBBRNykUwN,0.25
66MpvsWO5O7gy9LjXGFw6I,6MDLO5bi8mGexqSwF9KmpH,1.0
66MpvsWO5O7gy9LjXGFw6I,77iRifbhkJGvGBBRNykUwN,0.5
66MpvsWO5O7gy9LjXGFw6I,6R1qYGx8abmNGz0yPNQQpL,0.25
